id,alcoholic,IBA,category_Cocktail,category_Ordinary Drink,category_Punch / Party Drink,glass_Brandy snifter,glass_Champagne flute,glass_Cocktail glass,glass_Collins glass,glass_Copper Mug,glass_Highball glass,glass_Old-fashioned glass,glass_Pousse cafe glass,glass_Whiskey Glass,glass_Whiskey sour glass,glass_White wine glass,ingredientInName,instructions_length,tagsCount,ingredientsCount,classic,ginBased
11728,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8481176935123235,-0.46605439181855784,-0.7603378202047872,0,1
11766,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.33459326224658364,-0.46605439181855784,-0.7603378202047872,0,0
11786,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.20300262673473776,-0.46605439181855784,1.609087014851992,0,0
11798,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.6571507956353765,-0.46605439181855784,-0.7603378202047872,0,0
11844,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.1706752269011165,-0.46605439181855784,0.8192787364997323,0,0
11870,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.20300262673473776,-0.46605439181855784,0.029470458147472553,0,1
11872,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9797083290241694,-0.46605439181855784,0.8192787364997323,0,0
11936,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9556368713085878,-0.46605439181855784,-1.550146098557047,0,1
11938,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.0872275068204338,-0.46605439181855784,0.029470458147472553,0,1
11959,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.1947466846166979,-0.46605439181855784,-1.550146098557047,0,1
11961,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.5496316178391122,-0.46605439181855784,-1.550146098557047,0,0
11963,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-1.1947466846166979,-0.46605439181855784,-1.550146098557047,0,0
11965,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.22707408445031937,-0.46605439181855784,0.8192787364997323,0,0
11983,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.0872275068204338,-0.46605439181855784,0.029470458147472553,0,0
11985,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.0872275068204338,-0.46605439181855784,-0.7603378202047872,0,0
11987,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.0872275068204338,-0.46605439181855784,-0.7603378202047872,0,0
11989,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.33459326224658364,-0.46605439181855784,-0.7603378202047872,0,0
11991,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.0872275068204338,-0.46605439181855784,-0.7603378202047872,0,1
11993,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3105218045310021,-0.46605439181855784,0.029470458147472553,0,0
